Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-g21o,Randomise questionnaire elements?,Question Key,Response
9,1653644949535,27/05/2022 09:49:09,1653644950039,1,27/05/2022 10:49:10,85439,16,questionnaire-mbc5,,22124414,BLIND,6525897,,complete,,62909b0f775617798393160b,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1920x1080,1920x947,,Demographics,5,continue,No,language1-quantised,1
10,1653644949535,27/05/2022 09:49:09,1653644950039,1,27/05/2022 10:49:10,85439,16,questionnaire-mbc5,,22124414,BLIND,6525897,,complete,,62909b0f775617798393160b,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1920x1080,1920x947,,Demographics,5,continue,No,language2,Yes
11,1653644949535,27/05/2022 09:49:09,1653644950039,1,27/05/2022 10:49:10,85439,16,questionnaire-mbc5,,22124414,BLIND,6525897,,complete,,62909b0f775617798393160b,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1920x1080,1920x947,,Demographics,5,continue,No,language2-quantised,1
12,1653644949535,27/05/2022 09:49:09,1653644950040,1,27/05/2022 10:49:10,85439,16,questionnaire-mbc5,,22124414,BLIND,6525897,,complete,,62909b0f775617798393160b,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1920x1080,1920x947,,Demographics,5,continue,No,language-3,No
13,1653644949535,27/05/2022 09:49:09,1653644950040,1,27/05/2022 10:49:10,85439,16,questionnaire-mbc5,,22124414,BLIND,6525897,,complete,,62909b0f775617798393160b,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1920x1080,1920x947,,Demographics,5,continue,No,language-3-quantised,2
14,1653644949535,27/05/2022 09:49:09,1653644950040,1,27/05/2022 10:49:10,85439,16,questionnaire-mbc5,,22124414,BLIND,6525897,,complete,,62909b0f775617798393160b,computer,Desktop or Laptop,Windows 10,Chrome 102.0.0.0,1920x1080,1920x947,,Demographics,5,continue,No,END QUESTIONNAIRE,13580
1,1653644954027,27/05/2022 09:49:14,1653644957933,1,27/05/2022 10:49:17,85439,16,questionnaire-mbc5,,22124421,BLIND,6525811,,complete,,629097b71459ca9880e88eb9,mobile,Samsung SM-J600FN,Android 10,Chrome 102.0.5005.59,740x360,692x280,,Demographics,5,continue,No,BEGIN QUESTIONNAIRE,
2,1653644975502,27/05/2022 09:49:35,1653644979377,1,27/05/2022 10:49:39,85439,16,questionnaire-mbc5,,22124421,BLIND,6525811,,complete,,629097b71459ca9880e88eb9,mobile,Samsung SM-J600FN,Android 10,Chrome 102.0.5005.59,740x360,692x280,,Demographics,5,continue,No,age,36
3,1653644975644,27/05/2022 09:49:35,1653644979382,1,27/05/2022 10:49:39,85439,16,questionnaire-mbc5,,22124421,BLIND,6525811,,complete,,629097b71459ca9880e88eb9,mobile,Samsung SM-J600FN,Android 10,Chrome 102.0.5005.59,740x360,692x280,,Demographics,5,continue,No,age-quantised,19
4,1653644975644,27/05/2022 09:49:35,1653644979383,1,27/05/2022 10:49:39,85439,16,questionnaire-mbc5,,22124421,BLIND,6525811,,complete,,629097b71459ca9880e88eb9,mobile,Samsung SM-J600FN,Android 10,Chrome 102.0.5005.59,740x360,692x280,,Demographics,5,continue,No,gender,Female
5,1653644975644,27/05/2022 09:49:35,1653644979384,1,27/05/2022 10:49:39,85439,16,questionnaire-mbc5,,22124421,BLIND,6525811,,complete,,629097b71459ca9880e88eb9,mobile,Samsung SM-J600FN,Android 10,Chrome 102.0.5005.59,740x360,692x280,,Demographics,5,continue,No,gender-quantised,1
6,1653644975644,27/05/2022 09:49:35,1653644979385,1,27/05/2022 10:49:39,85439,16,questionnaire-mbc5,,22124421,BLIND,6525811,,complete,,629097b71459ca9880e88eb9,mobile,Samsung SM-J600FN,Android 10,Chrome 102.0.5005.59,740x360,692x280,,Demographics,5,continue,No,native-language,Yes
7,1653644975644,27/05/2022 09:49:35,1653644979386,1,27/05/2022 10:49:39,85439,16,questionnaire-mbc5,,22124421,BLIND,6525811,,complete,,629097b71459ca9880e88eb9,mobile,Samsung SM-J600FN,Android 10,Chrome 102.0.5005.59,740x360,692x280,,Demographics,5,continue,No,native-language-quantised,1
8,1653644975644,27/05/2022 09:49:35,1653644979387,1,27/05/2022 10:49:39,85439,16,questionnaire-mbc5,,22124421,BLIND,6525811,,complete,,629097b71459ca9880e88eb9,mobile,Samsung SM-J600FN,Android 10,Chrome 102.0.5005.59,740x360,692x280,,Demographics,5,continue,No,language1,Yes
9,1653644975644,27/05/2022 09:49:35,1653644979388,1,27/05/2022 10:49:39,85439,16,questionnaire-mbc5,,22124421,BLIND,6525811,,complete,,629097b71459ca9880e88eb9,mobile,Samsung SM-J600FN,Android 10,Chrome 102.0.5005.59,740x360,692x280,,Demographics,5,continue,No,language1-quantised,1
10,1653644975644,27/05/2022 09:49:35,1653644979389,1,27/05/2022 10:49:39,85439,16,questionnaire-mbc5,,22124421,BLIND,6525811,,complete,,629097b71459ca9880e88eb9,mobile,Samsung SM-J600FN,Android 10,Chrome 102.0.5005.59,740x360,692x280,,Demographics,5,continue,No,language2,Yes
11,1653644975644,27/05/2022 09:49:35,1653644979390,1,27/05/2022 10:49:39,85439,16,questionnaire-mbc5,,22124421,BLIND,6525811,,complete,,629097b71459ca9880e88eb9,mobile,Samsung SM-J600FN,Android 10,Chrome 102.0.5005.59,740x360,692x280,,Demographics,5,continue,No,language2-quantised,1
12,1653644975644,27/05/2022 09:49:35,1653644979391,1,27/05/2022 10:49:39,85439,16,questionnaire-mbc5,,22124421,BLIND,6525811,,complete,,629097b71459ca9880e88eb9,mobile,Samsung SM-J600FN,Android 10,Chrome 102.0.5005.59,740x360,692x280,,Demographics,5,continue,No,language-3,No
13,1653644975644,27/05/2022 09:49:35,1653644979392,1,27/05/2022 10:49:39,85439,16,questionnaire-mbc5,,22124421,BLIND,6525811,,complete,,629097b71459ca9880e88eb9,mobile,Samsung SM-J600FN,Android 10,Chrome 102.0.5005.59,740x360,692x280,,Demographics,5,continue,No,language-3-quantised,2
14,1653644975644,27/05/2022 09:49:35,1653644979393,1,27/05/2022 10:49:39,85439,16,questionnaire-mbc5,,22124421,BLIND,6525811,,complete,,629097b71459ca9880e88eb9,mobile,Samsung SM-J600FN,Android 10,Chrome 102.0.5005.59,740x360,692x280,,Demographics,5,continue,No,END QUESTIONNAIRE,21461
1,1653644969419,27/05/2022 09:49:29,1653644969286,1,27/05/2022 10:49:29,85439,16,questionnaire-mbc5,,22124430,BLIND,6525903,,complete,,62909b2d7dbd8189f1a43fb9,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.4,820x1180,1180x713,,Demographics,5,continue,No,BEGIN QUESTIONNAIRE,
2,1653644982521,27/05/2022 09:49:42,1653644982441,1,27/05/2022 10:49:42,85439,16,questionnaire-mbc5,,22124430,BLIND,6525903,,complete,,62909b2d7dbd8189f1a43fb9,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.4,820x1180,1180x713,,Demographics,5,continue,No,age,44
3,1653644982566,27/05/2022 09:49:42,1653644982444,1,27/05/2022 10:49:42,85439,16,questionnaire-mbc5,,22124430,BLIND,6525903,,complete,,62909b2d7dbd8189f1a43fb9,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.4,820x1180,1180x713,,Demographics,5,continue,No,age-quantised,27
4,1653644982566,27/05/2022 09:49:42,1653644982444,1,27/05/2022 10:49:42,85439,16,questionnaire-mbc5,,22124430,BLIND,6525903,,complete,,62909b2d7dbd8189f1a43fb9,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.4,820x1180,1180x713,,Demographics,5,continue,No,gender,Female
5,1653644982566,27/05/2022 09:49:42,1653644982444,1,27/05/2022 10:49:42,85439,16,questionnaire-mbc5,,22124430,BLIND,6525903,,complete,,62909b2d7dbd8189f1a43fb9,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.4,820x1180,1180x713,,Demographics,5,continue,No,gender-quantised,1
6,1653644982566,27/05/2022 09:49:42,1653644982444,1,27/05/2022 10:49:42,85439,16,questionnaire-mbc5,,22124430,BLIND,6525903,,complete,,62909b2d7dbd8189f1a43fb9,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.4,820x1180,1180x713,,Demographics,5,continue,No,native-language,Yes
7,1653644982566,27/05/2022 09:49:42,1653644982445,1,27/05/2022 10:49:42,85439,16,questionnaire-mbc5,,22124430,BLIND,6525903,,complete,,62909b2d7dbd8189f1a43fb9,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.4,820x1180,1180x713,,Demographics,5,continue,No,native-language-quantised,1
8,1653644982566,27/05/2022 09:49:42,1653644982445,1,27/05/2022 10:49:42,85439,16,questionnaire-mbc5,,22124430,BLIND,6525903,,complete,,62909b2d7dbd8189f1a43fb9,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.4,820x1180,1180x713,,Demographics,5,continue,No,language1,Yes
9,1653644982566,27/05/2022 09:49:42,1653644982445,1,27/05/2022 10:49:42,85439,16,questionnaire-mbc5,,22124430,BLIND,6525903,,complete,,62909b2d7dbd8189f1a43fb9,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.4,820x1180,1180x713,,Demographics,5,continue,No,language1-quantised,1
10,1653644982566,27/05/2022 09:49:42,1653644982445,1,27/05/2022 10:49:42,85439,16,questionnaire-mbc5,,22124430,BLIND,6525903,,complete,,62909b2d7dbd8189f1a43fb9,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.4,820x1180,1180x713,,Demographics,5,continue,No,language2,Yes
11,1653644982566,27/05/2022 09:49:42,1653644982445,1,27/05/2022 10:49:42,85439,16,questionnaire-mbc5,,22124430,BLIND,6525903,,complete,,62909b2d7dbd8189f1a43fb9,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.4,820x1180,1180x713,,Demographics,5,continue,No,language2-quantised,1
12,1653644982566,27/05/2022 09:49:42,1653644982445,1,27/05/2022 10:49:42,85439,16,questionnaire-mbc5,,22124430,BLIND,6525903,,complete,,62909b2d7dbd8189f1a43fb9,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.4,820x1180,1180x713,,Demographics,5,continue,No,language-3,No
13,1653644982566,27/05/2022 09:49:42,1653644982445,1,27/05/2022 10:49:42,85439,16,questionnaire-mbc5,,22124430,BLIND,6525903,,complete,,62909b2d7dbd8189f1a43fb9,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.4,820x1180,1180x713,,Demographics,5,continue,No,language-3-quantised,2
14,1653644982566,27/05/2022 09:49:42,1653644982445,1,27/05/2022 10:49:42,85439,16,questionnaire-mbc5,,22124430,BLIND,6525903,,complete,,62909b2d7dbd8189f1a43fb9,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 15.4,820x1180,1180x713,,Demographics,5,continue,No,END QUESTIONNAIRE,13159
1,1653645007646,27/05/2022 09:50:07,1653645007410,1,27/05/2022 10:50:07,85439,16,questionnaire-mbc5,,22124446,BLIND,6525916,,complete,,62909b9650dee016d1195a6c,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1536x864,1536x731,,Demographics,5,continue,No,BEGIN QUESTIONNAIRE,
2,1653645026286,27/05/2022 09:50:26,1653645026062,1,27/05/2022 10:50:26,85439,16,questionnaire-mbc5,,22124446,BLIND,6525916,,complete,,62909b9650dee016d1195a6c,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1536x864,1536x731,,Demographics,5,continue,No,age,41
3,1653645026372,27/05/2022 09:50:26,1653645026063,1,27/05/2022 10:50:26,85439,16,questionnaire-mbc5,,22124446,BLIND,6525916,,complete,,62909b9650dee016d1195a6c,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1536x864,1536x731,,Demographics,5,continue,No,age-quantised,24
4,1653645026372,27/05/2022 09:50:26,1653645026063,1,27/05/2022 10:50:26,85439,16,questionnaire-mbc5,,22124446,BLIND,6525916,,complete,,62909b9650dee016d1195a6c,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1536x864,1536x731,,Demographics,5,continue,No,gender,Female
5,1653645026372,27/05/2022 09:50:26,1653645026063,1,27/05/2022 10:50:26,85439,16,questionnaire-mbc5,,22124446,BLIND,6525916,,complete,,62909b9650dee016d1195a6c,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1536x864,1536x731,,Demographics,5,continue,No,gender-quantised,1
6,1653645026372,27/05/2022 09:50:26,1653645026063,1,27/05/2022 10:50:26,85439,16,questionnaire-mbc5,,22124446,BLIND,6525916,,complete,,62909b9650dee016d1195a6c,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1536x864,1536x731,,Demographics,5,continue,No,native-language,Yes
7,1653645026372,27/05/2022 09:50:26,1653645026063,1,27/05/2022 10:50:26,85439,16,questionnaire-mbc5,,22124446,BLIND,6525916,,complete,,62909b9650dee016d1195a6c,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1536x864,1536x731,,Demographics,5,continue,No,native-language-quantised,1
8,1653645026372,27/05/2022 09:50:26,1653645026063,1,27/05/2022 10:50:26,85439,16,questionnaire-mbc5,,22124446,BLIND,6525916,,complete,,62909b9650dee016d1195a6c,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1536x864,1536x731,,Demographics,5,continue,No,language1,Yes
9,1653645026372,27/05/2022 09:50:26,1653645026063,1,27/05/2022 10:50:26,85439,16,questionnaire-mbc5,,22124446,BLIND,6525916,,complete,,62909b9650dee016d1195a6c,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1536x864,1536x731,,Demographics,5,continue,No,language1-quantised,1
10,1653645026372,27/05/2022 09:50:26,1653645026064,1,27/05/2022 10:50:26,85439,16,questionnaire-mbc5,,22124446,BLIND,6525916,,complete,,62909b9650dee016d1195a6c,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1536x864,1536x731,,Demographics,5,continue,No,language2,Yes
11,1653645026372,27/05/2022 09:50:26,1653645026064,1,27/05/2022 10:50:26,85439,16,questionnaire-mbc5,,22124446,BLIND,6525916,,complete,,62909b9650dee016d1195a6c,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1536x864,1536x731,,Demographics,5,continue,No,language2-quantised,1
12,1653645026372,27/05/2022 09:50:26,1653645026064,1,27/05/2022 10:50:26,85439,16,questionnaire-mbc5,,22124446,BLIND,6525916,,complete,,62909b9650dee016d1195a6c,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1536x864,1536x731,,Demographics,5,continue,No,language-3,No
13,1653645026372,27/05/2022 09:50:26,1653645026064,1,27/05/2022 10:50:26,85439,16,questionnaire-mbc5,,22124446,BLIND,6525916,,complete,,62909b9650dee016d1195a6c,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1536x864,1536x731,,Demographics,5,continue,No,language-3-quantised,2
14,1653645026372,27/05/2022 09:50:26,1653645026064,1,27/05/2022 10:50:26,85439,16,questionnaire-mbc5,,22124446,BLIND,6525916,,complete,,62909b9650dee016d1195a6c,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1536x864,1536x731,,Demographics,5,continue,No,END QUESTIONNAIRE,18654
1,1653645017832,27/05/2022 09:50:17,1653645017772,1,27/05/2022 10:50:17,85439,16,questionnaire-mbc5,,22124448,BLIND,6525933,,complete,,62909bf21ef34d37037e7961,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 100.0.4896.88,1440x900,1023x704,,Demographics,5,continue,No,BEGIN QUESTIONNAIRE,
2,1653645029547,27/05/2022 09:50:29,1653645029479,1,27/05/2022 10:50:29,85439,16,questionnaire-mbc5,,22124448,BLIND,6525933,,complete,,62909bf21ef34d37037e7961,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 100.0.4896.88,1440x900,1023x704,,Demographics,5,continue,No,age,21
3,1653645029599,27/05/2022 09:50:29,1653645029481,1,27/05/2022 10:50:29,85439,16,questionnaire-mbc5,,22124448,BLIND,6525933,,complete,,62909bf21ef34d37037e7961,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 100.0.4896.88,1440x900,1023x704,,Demographics,5,continue,No,age-quantised,4
4,1653645029599,27/05/2022 09:50:29,1653645029481,1,27/05/2022 10:50:29,85439,16,questionnaire-mbc5,,22124448,BLIND,6525933,,complete,,62909bf21ef34d37037e7961,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 100.0.4896.88,1440x900,1023x704,,Demographics,5,continue,No,gender,Female
5,1653645029599,27/05/2022 09:50:29,1653645029481,1,27/05/2022 10:50:29,85439,16,questionnaire-mbc5,,22124448,BLIND,6525933,,complete,,62909bf21ef34d37037e7961,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 100.0.4896.88,1440x900,1023x704,,Demographics,5,continue,No,gender-quantised,1
6,1653645029599,27/05/2022 09:50:29,1653645029481,1,27/05/2022 10:50:29,85439,16,questionnaire-mbc5,,22124448,BLIND,6525933,,complete,,62909bf21ef34d37037e7961,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 100.0.4896.88,1440x900,1023x704,,Demographics,5,continue,No,native-language,Yes
7,1653645029599,27/05/2022 09:50:29,1653645029481,1,27/05/2022 10:50:29,85439,16,questionnaire-mbc5,,22124448,BLIND,6525933,,complete,,62909bf21ef34d37037e7961,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 100.0.4896.88,1440x900,1023x704,,Demographics,5,continue,No,native-language-quantised,1
8,1653645029599,27/05/2022 09:50:29,1653645029481,1,27/05/2022 10:50:29,85439,16,questionnaire-mbc5,,22124448,BLIND,6525933,,complete,,62909bf21ef34d37037e7961,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 100.0.4896.88,1440x900,1023x704,,Demographics,5,continue,No,language1,Yes
9,1653645029599,27/05/2022 09:50:29,1653645029481,1,27/05/2022 10:50:29,85439,16,questionnaire-mbc5,,22124448,BLIND,6525933,,complete,,62909bf21ef34d37037e7961,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 100.0.4896.88,1440x900,1023x704,,Demographics,5,continue,No,language1-quantised,1
10,1653645029599,27/05/2022 09:50:29,1653645029482,1,27/05/2022 10:50:29,85439,16,questionnaire-mbc5,,22124448,BLIND,6525933,,complete,,62909bf21ef34d37037e7961,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 100.0.4896.88,1440x900,1023x704,,Demographics,5,continue,No,language2,Yes
11,1653645029599,27/05/2022 09:50:29,1653645029482,1,27/05/2022 10:50:29,85439,16,questionnaire-mbc5,,22124448,BLIND,6525933,,complete,,62909bf21ef34d37037e7961,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 100.0.4896.88,1440x900,1023x704,,Demographics,5,continue,No,language2-quantised,1
12,1653645029599,27/05/2022 09:50:29,1653645029482,1,27/05/2022 10:50:29,85439,16,questionnaire-mbc5,,22124448,BLIND,6525933,,complete,,62909bf21ef34d37037e7961,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 100.0.4896.88,1440x900,1023x704,,Demographics,5,continue,No,language-3,No
13,1653645029599,27/05/2022 09:50:29,1653645029482,1,27/05/2022 10:50:29,85439,16,questionnaire-mbc5,,22124448,BLIND,6525933,,complete,,62909bf21ef34d37037e7961,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 100.0.4896.88,1440x900,1023x704,,Demographics,5,continue,No,language-3-quantised,2
14,1653645029599,27/05/2022 09:50:29,1653645029482,1,27/05/2022 10:50:29,85439,16,questionnaire-mbc5,,22124448,BLIND,6525933,,complete,,62909bf21ef34d37037e7961,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 100.0.4896.88,1440x900,1023x704,,Demographics,5,continue,No,END QUESTIONNAIRE,11710
1,1653645020389,27/05/2022 09:50:20,1653645020621,1,27/05/2022 10:50:20,85439,16,questionnaire-mbc5,,22124452,BLIND,6525912,,complete,,62909b66391086b094edde47,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1920x1200,1320x924,,Demographics,5,continue,No,BEGIN QUESTIONNAIRE,
2,1653645039843,27/05/2022 09:50:39,1653645040132,1,27/05/2022 10:50:40,85439,16,questionnaire-mbc5,,22124452,BLIND,6525912,,complete,,62909b66391086b094edde47,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1920x1200,1320x924,,Demographics,5,continue,No,age,52
3,1653645039934,27/05/2022 09:50:39,1653645040134,1,27/05/2022 10:50:40,85439,16,questionnaire-mbc5,,22124452,BLIND,6525912,,complete,,62909b66391086b094edde47,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1920x1200,1320x924,,Demographics,5,continue,No,age-quantised,35
4,1653645039934,27/05/2022 09:50:39,1653645040134,1,27/05/2022 10:50:40,85439,16,questionnaire-mbc5,,22124452,BLIND,6525912,,complete,,62909b66391086b094edde47,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1920x1200,1320x924,,Demographics,5,continue,No,gender,Male
5,1653645039934,27/05/2022 09:50:39,1653645040134,1,27/05/2022 10:50:40,85439,16,questionnaire-mbc5,,22124452,BLIND,6525912,,complete,,62909b66391086b094edde47,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1920x1200,1320x924,,Demographics,5,continue,No,gender-quantised,2
6,1653645039934,27/05/2022 09:50:39,1653645040134,1,27/05/2022 10:50:40,85439,16,questionnaire-mbc5,,22124452,BLIND,6525912,,complete,,62909b66391086b094edde47,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1920x1200,1320x924,,Demographics,5,continue,No,native-language,Yes
7,1653645039934,27/05/2022 09:50:39,1653645040134,1,27/05/2022 10:50:40,85439,16,questionnaire-mbc5,,22124452,BLIND,6525912,,complete,,62909b66391086b094edde47,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1920x1200,1320x924,,Demographics,5,continue,No,native-language-quantised,1
8,1653645039934,27/05/2022 09:50:39,1653645040134,1,27/05/2022 10:50:40,85439,16,questionnaire-mbc5,,22124452,BLIND,6525912,,complete,,62909b66391086b094edde47,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1920x1200,1320x924,,Demographics,5,continue,No,language1,Yes
9,1653645039934,27/05/2022 09:50:39,1653645040134,1,27/05/2022 10:50:40,85439,16,questionnaire-mbc5,,22124452,BLIND,6525912,,complete,,62909b66391086b094edde47,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1920x1200,1320x924,,Demographics,5,continue,No,language1-quantised,1
10,1653645039934,27/05/2022 09:50:39,1653645040134,1,27/05/2022 10:50:40,85439,16,questionnaire-mbc5,,22124452,BLIND,6525912,,complete,,62909b66391086b094edde47,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1920x1200,1320x924,,Demographics,5,continue,No,language2,Yes
11,1653645039934,27/05/2022 09:50:39,1653645040134,1,27/05/2022 10:50:40,85439,16,questionnaire-mbc5,,22124452,BLIND,6525912,,complete,,62909b66391086b094edde47,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1920x1200,1320x924,,Demographics,5,continue,No,language2-quantised,1
12,1653645039934,27/05/2022 09:50:39,1653645040134,1,27/05/2022 10:50:40,85439,16,questionnaire-mbc5,,22124452,BLIND,6525912,,complete,,62909b66391086b094edde47,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1920x1200,1320x924,,Demographics,5,continue,No,language-3,No
13,1653645039934,27/05/2022 09:50:39,1653645040135,1,27/05/2022 10:50:40,85439,16,questionnaire-mbc5,,22124452,BLIND,6525912,,complete,,62909b66391086b094edde47,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1920x1200,1320x924,,Demographics,5,continue,No,language-3-quantised,2
14,1653645039934,27/05/2022 09:50:39,1653645040135,1,27/05/2022 10:50:40,85439,16,questionnaire-mbc5,,22124452,BLIND,6525912,,complete,,62909b66391086b094edde47,computer,Desktop or Laptop,Windows 10,Firefox 100.0,1920x1200,1320x924,,Demographics,5,continue,No,END QUESTIONNAIRE,19514
1,1653645031449,27/05/2022 09:50:31,1653645031834,1,27/05/2022 10:50:31,85439,16,questionnaire-mbc5,,22124456,BLIND,6525911,,complete,,62909b6cdbca380e71b07c06,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.62,1536x864,1536x714,,Demographics,5,continue,No,BEGIN QUESTIONNAIRE,
2,1653645048656,27/05/2022 09:50:48,1653645049062,1,27/05/2022 10:50:49,85439,16,questionnaire-mbc5,,22124456,BLIND,6525911,,complete,,62909b6cdbca380e71b07c06,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.62,1536x864,1519x714,,Demographics,5,continue,No,age,61
3,1653645048721,27/05/2022 09:50:48,1653645049064,1,27/05/2022 10:50:49,85439,16,questionnaire-mbc5,,22124456,BLIND,6525911,,complete,,62909b6cdbca380e71b07c06,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.62,1536x864,1519x714,,Demographics,5,continue,No,age-quantised,44
4,1653645048721,27/05/2022 09:50:48,1653645049064,1,27/05/2022 10:50:49,85439,16,questionnaire-mbc5,,22124456,BLIND,6525911,,complete,,62909b6cdbca380e71b07c06,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.62,1536x864,1519x714,,Demographics,5,continue,No,gender,Female
5,1653645048721,27/05/2022 09:50:48,1653645049064,1,27/05/2022 10:50:49,85439,16,questionnaire-mbc5,,22124456,BLIND,6525911,,complete,,62909b6cdbca380e71b07c06,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.62,1536x864,1519x714,,Demographics,5,continue,No,gender-quantised,1
6,1653645048721,27/05/2022 09:50:48,1653645049064,1,27/05/2022 10:50:49,85439,16,questionnaire-mbc5,,22124456,BLIND,6525911,,complete,,62909b6cdbca380e71b07c06,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.62,1536x864,1519x714,,Demographics,5,continue,No,native-language,Yes
7,1653645048721,27/05/2022 09:50:48,1653645049064,1,27/05/2022 10:50:49,85439,16,questionnaire-mbc5,,22124456,BLIND,6525911,,complete,,62909b6cdbca380e71b07c06,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.62,1536x864,1519x714,,Demographics,5,continue,No,native-language-quantised,1
8,1653645048721,27/05/2022 09:50:48,1653645049064,1,27/05/2022 10:50:49,85439,16,questionnaire-mbc5,,22124456,BLIND,6525911,,complete,,62909b6cdbca380e71b07c06,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.62,1536x864,1519x714,,Demographics,5,continue,No,language1,Yes
9,1653645048721,27/05/2022 09:50:48,1653645049065,1,27/05/2022 10:50:49,85439,16,questionnaire-mbc5,,22124456,BLIND,6525911,,complete,,62909b6cdbca380e71b07c06,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.62,1536x864,1519x714,,Demographics,5,continue,No,language1-quantised,1
10,1653645048721,27/05/2022 09:50:48,1653645049065,1,27/05/2022 10:50:49,85439,16,questionnaire-mbc5,,22124456,BLIND,6525911,,complete,,62909b6cdbca380e71b07c06,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.62,1536x864,1519x714,,Demographics,5,continue,No,language2,Yes
11,1653645048721,27/05/2022 09:50:48,1653645049065,1,27/05/2022 10:50:49,85439,16,questionnaire-mbc5,,22124456,BLIND,6525911,,complete,,62909b6cdbca380e71b07c06,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.62,1536x864,1519x714,,Demographics,5,continue,No,language2-quantised,1
12,1653645048721,27/05/2022 09:50:48,1653645049065,1,27/05/2022 10:50:49,85439,16,questionnaire-mbc5,,22124456,BLIND,6525911,,complete,,62909b6cdbca380e71b07c06,computer,Desktop or Laptop,Windows 10,Chrome 102.0.5005.62,1536x864,1519x714,,Demographics,5,continue,No,language-3,No
